OFFICIAL


Date
12/09/2021 10:47:36

Vacancy title,Vacancy reference number,Submission number,Date submitted,SLA deadline,Review started,Review completed,Time taken to review,SLA exceeded by (hours),Outcome,Number of issues reported,Reviewed by,Vacancy submitted by,Employer,Display name,Training provider,Vacancy postcode,Standard / Framework
bTtLwsyILO_01Sep2021_16225409187 apprenticeship,1000029824,1,09/01/2021 16:25:56,09/02/2021 16:25:56,09/01/2021 16:26:16,09/01/2021 16:26:19,0:00:02,,Approved,0,Dastest2@test.com,Provider,BOSE ACCOUNTANCY  LTD,BOSE ACCOUNTANCY  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,HP13 7NE,274 Abattoir worker
BwfnkLqZCe_01Sep2021_16225410673 apprenticeship,1000029827,1,09/01/2021 16:26:14,09/02/2021 16:26:11,09/01/2021 16:26:28,09/01/2021 16:26:30,0:00:01,,Referred,0,Dastest2@test.com,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
XTHkHhaXKK_01Sep2021_16225325177 apprenticeship,1000029825,1,09/01/2021 16:26:14,09/02/2021 16:26:12,09/01/2021 16:26:29,09/01/2021 16:26:31,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
kIPGbCmGrQ_01Sep2021_16225408814 apprenticeship,1000029828,1,09/01/2021 16:26:43,09/02/2021 16:26:42,,,,233.35,,0,,Provider,OUTSIDE  LIMITED,iEoVsCuJUg_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
rsIDsqlvtK_01Sep2021_16225409101 apprenticeship,1000029826,1,09/01/2021 16:26:52,09/02/2021 16:26:47,09/01/2021 16:27:06,09/01/2021 16:27:08,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARRY & BARRY  LIMITED,BARRY & BARRY  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BL1 4QR,274 Abattoir worker
PApadvkcfC_01Sep2021_17262245075 apprenticeship,1000029829,1,09/01/2021 16:27:59,09/02/2021 16:27:59,09/01/2021 16:28:25,09/01/2021 16:28:28,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,vLEsWMPnbQ_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
zFuCIhhjTr_01Sep2021_16271021795 apprenticeship,1000029830,1,09/01/2021 16:29:00,09/02/2021 16:28:59,,,,233.31,,0,,Provider,ACCOUNTANT & SOLUTIONS LTD,ACCOUNTANT & SOLUTIONS LTD,EDUC8 TRAINING (ENGLAND) LIMITED,PE7 8LH,274 Abattoir worker
lDtJpQMLgH_01Sep2021_16302011070 apprenticeship,1000029832,1,09/01/2021 16:32:00,09/02/2021 16:32:00,,,,233.26,,0,,Provider,Coventry City Council,Coventry City Council,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 5RR,274 Abattoir worker
nKsQKzppPF_01Sep2021_16301950944 apprenticeship,1000029833,1,09/01/2021 16:32:08,09/02/2021 16:32:06,,,,233.26,,0,,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
Clone RFOU_01Sep2021_16323271876 apprenticeship,1000029835,1,09/01/2021 16:33:40,09/02/2021 16:33:39,09/01/2021 16:33:54,09/01/2021 16:33:58,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,vLEsWMPnbQ_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
oEJEQzfZmj_01Sep2021_17324733229 apprenticeship,1000029834,1,09/01/2021 16:34:14,09/02/2021 16:34:13,,,,233.22,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
wvKnpoAqnE_01Sep2021_16323231524 apprenticeship,1000029836,1,09/01/2021 16:34:47,09/02/2021 16:34:46,09/01/2021 16:35:09,09/01/2021 16:35:13,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
skuPgKTwxk_01Sep2021_16323785099 apprenticeship,1000029837,1,09/01/2021 16:35:33,09/02/2021 16:35:33,09/01/2021 16:35:50,09/01/2021 16:35:51,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
skuPgKTwxk_01Sep2021_16323785099 apprenticeship,1000029837,2,09/01/2021 16:36:04,09/02/2021 16:36:03,,,,233.19,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
HxcRlgyDNR_01Sep2021_16361627504 apprenticeship,1000029838,1,09/01/2021 16:37:30,09/02/2021 16:37:30,,,,233.17,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone bkev_02Sep2021_00053528702 apprenticeship,1000029840,1,09/02/2021 00:06:42,09/03/2021 00:06:41,09/02/2021 00:06:58,09/02/2021 00:07:01,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,EbmvRycLpa_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
IYyMSSptLl_02Sep2021_00053551613 apprenticeship,1000029842,1,09/02/2021 00:08:12,09/03/2021 00:08:12,09/02/2021 00:08:45,09/02/2021 00:08:47,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,dmswQNNmyW_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
pMdnsktgNE_02Sep2021_00053554928 apprenticeship,1000029841,1,09/02/2021 00:08:22,09/03/2021 00:08:22,09/02/2021 00:08:52,09/02/2021 00:08:56,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,jbfuZXTpmc_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
wZPDQQLYkj_02Sep2021_00053453781 apprenticeship,1000029843,1,09/02/2021 00:08:23,09/03/2021 00:08:23,09/02/2021 00:08:56,09/02/2021 00:08:58,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
lzsBdCtKNj_02Sep2021_00053448038 apprenticeship,1000029844,1,09/02/2021 00:08:42,09/03/2021 00:08:42,09/02/2021 00:09:14,09/02/2021 00:09:17,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,wGJwsOSYPZ_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone XmJa_02Sep2021_00085650448 apprenticeship,1000029845,1,09/02/2021 00:10:08,09/03/2021 00:10:05,09/02/2021 00:10:22,09/02/2021 00:10:24,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,zuqDEAkhPk_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone qRYM_02Sep2021_00094218908 apprenticeship,1000029846,1,09/02/2021 00:10:52,09/03/2021 00:10:51,09/02/2021 00:11:07,09/02/2021 00:11:10,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,EbmvRycLpa_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone ILKt_02Sep2021_00094546295 apprenticeship,1000029848,1,09/02/2021 00:11:01,09/03/2021 00:10:59,09/02/2021 00:11:18,09/02/2021 00:11:20,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
UgCGRXgHLv_02Sep2021_00105041535 apprenticeship,1000029849,1,09/02/2021 00:13:13,09/03/2021 00:13:13,,,,225.57,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
ruxJDrEpLw_02Sep2021_00121030424 apprenticeship,1000029851,1,09/02/2021 00:14:31,09/03/2021 00:14:29,09/02/2021 00:15:11,09/02/2021 00:15:15,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,mAIHrRhdNk_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
mtkBNvmKzd_02Sep2021_00134344783 apprenticeship,1000029854,1,09/02/2021 00:17:27,09/03/2021 00:17:26,09/02/2021 00:17:41,09/02/2021 00:17:42,0:00:01,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
nfNfqbaviL_02Sep2021_00144420513 apprenticeship,1000029852,1,09/02/2021 00:17:28,09/03/2021 00:17:27,09/02/2021 00:17:53,09/02/2021 00:17:55,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
zcNLLMcBVU_02Sep2021_00142647239 apprenticeship,1000029855,1,09/02/2021 00:18:06,09/03/2021 00:18:05,09/02/2021 00:18:22,09/02/2021 00:18:23,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
zcNLLMcBVU_02Sep2021_00142647239 apprenticeship,1000029855,2,09/02/2021 00:18:37,09/03/2021 00:18:35,,,,225.48,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
YOyxtzxDiD_02Sep2021_00192560507 apprenticeship,1000029856,1,09/02/2021 00:22:05,09/03/2021 00:22:03,09/02/2021 00:22:16,09/02/2021 00:22:17,0:00:01,,Referred,0,Dastest2@test.com,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
RvclFgOzha_02Sep2021_00192567923 apprenticeship,1000029857,1,09/02/2021 00:22:06,09/03/2021 00:22:05,09/02/2021 00:22:17,09/02/2021 00:22:18,0:00:01,,Approved,0,Dastest2@test.com,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
QMCXqeVSAK_02Sep2021_00223075248 apprenticeship,1000029860,1,09/02/2021 00:24:26,09/03/2021 00:24:26,,,,225.39,,0,,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
oJsXDDeugr_02Sep2021_00223681315 apprenticeship,1000029861,1,09/02/2021 00:24:30,09/03/2021 00:24:29,,,,225.39,,0,,Provider,AS Financial Services,AS Financial Services,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 2WT,274 Abattoir worker
RoZdqQDOkI_02Sep2021_00233568573 apprenticeship,1000029862,1,09/02/2021 00:25:14,09/03/2021 00:25:12,,,,225.37,,0,,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
RsOgsxSZHf_02Sep2021_00260313477 apprenticeship,1000029864,1,09/02/2021 00:27:40,09/03/2021 00:27:40,,,,225.33,,0,,Provider,WAT (UK) LIMITED,CxCztPywCp_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
CrLBAjActH_02Sep2021_00295268533 apprenticeship,1000029866,1,09/02/2021 00:31:20,09/03/2021 00:31:19,,,,225.27,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
jzJnctoOyt_02Sep2021_00295258062 apprenticeship,1000029865,1,09/02/2021 00:31:21,09/03/2021 00:31:21,,,,225.27,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
qAXyfWSpyA_02Sep2021_00321101481 apprenticeship,1000029867,1,09/02/2021 00:33:33,09/03/2021 00:33:32,09/02/2021 00:33:44,09/02/2021 00:33:45,0:00:01,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
UWAvZqCBla_02Sep2021_00342430306 apprenticeship,1000029868,1,09/02/2021 00:35:31,09/03/2021 00:35:31,09/02/2021 00:35:49,09/02/2021 00:35:53,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone ttsI_02Sep2021_09523575195 apprenticeship,1000029870,1,09/02/2021 09:54:25,09/03/2021 09:54:24,09/02/2021 09:54:45,09/02/2021 09:54:51,0:00:05,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
mRztQTJPAx_02Sep2021_09523624910 apprenticeship,1000029871,1,09/02/2021 09:57:03,09/03/2021 09:57:00,09/02/2021 09:57:57,09/02/2021 09:58:00,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
qHLAVyWntb_02Sep2021_09523567160 apprenticeship,1000029872,1,09/02/2021 09:57:18,09/03/2021 09:57:14,09/02/2021 09:58:28,09/02/2021 09:58:33,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,mkpVmzjDkO_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
bjjvpdFKGO_02Sep2021_09523593654 apprenticeship,1000029873,1,09/02/2021 09:57:29,09/03/2021 09:57:28,09/02/2021 09:58:28,09/02/2021 09:58:37,0:00:09,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,ncnnJrrPGl_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
vZRHknylrx_02Sep2021_09523664096 apprenticeship,1000029874,1,09/02/2021 09:57:51,09/03/2021 09:57:49,09/02/2021 09:59:20,09/02/2021 09:59:24,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,KKrCmojyMh_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone wnuC_02Sep2021_09573619638 apprenticeship,1000029875,1,09/02/2021 09:59:01,09/03/2021 09:59:00,09/02/2021 09:59:24,09/02/2021 09:59:28,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone jogZ_02Sep2021_09593423670 apprenticeship,1000029876,1,09/02/2021 10:01:36,09/03/2021 10:01:34,09/02/2021 10:01:55,09/02/2021 10:01:59,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone glZb_02Sep2021_10000314602 apprenticeship,1000029877,1,09/02/2021 10:01:47,09/03/2021 10:01:46,09/02/2021 10:02:12,09/02/2021 10:02:15,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
FoqkxKDisM_02Sep2021_10021182586 apprenticeship,1000029879,1,09/02/2021 10:06:30,09/03/2021 10:06:29,,,,215.69,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
XbPUTukKRo_02Sep2021_10025711757 apprenticeship,1000029880,1,09/02/2021 10:07:18,09/03/2021 10:07:18,09/02/2021 10:08:09,09/02/2021 10:08:12,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
HueyHeUxtJ_02Sep2021_10033992132 apprenticeship,1000029881,1,09/02/2021 10:07:47,09/03/2021 10:07:40,09/02/2021 10:08:26,09/02/2021 10:08:29,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,nJBpRFIMny_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
mJgASQDtER_02Sep2021_10092193489 apprenticeship,1000029882,1,09/02/2021 10:11:48,09/03/2021 10:11:46,,,,215.60,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
fxPIUgUhqy_02Sep2021_10123150579 apprenticeship,1000029885,1,09/02/2021 10:16:01,09/03/2021 10:15:57,09/02/2021 10:16:20,09/02/2021 10:16:24,0:00:03,,Referred,0,Dastest2@test.com,Provider,ACCOUNTANT DR LTD,ACCOUNTANT DR LTD,EDUC8 TRAINING (ENGLAND) LIMITED,DA8 1DR,274 Abattoir worker
IkwWKZYtzF_02Sep2021_10161559608 apprenticeship,1000029886,1,09/02/2021 10:18:06,09/03/2021 10:18:04,,,,215.49,,0,,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
ujNgUQtTYo_02Sep2021_10192349803 apprenticeship,1000029887,1,09/02/2021 10:24:19,09/03/2021 10:24:17,09/02/2021 10:24:54,09/02/2021 10:24:59,0:00:05,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
DGQIJgLzlF_02Sep2021_10193004533 apprenticeship,1000029889,1,09/02/2021 10:25:24,09/03/2021 10:25:23,09/02/2021 10:25:44,09/02/2021 10:25:46,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
SEBjrYAfug_02Sep2021_10193257032 apprenticeship,1000029890,1,09/02/2021 10:25:34,09/03/2021 10:25:33,09/02/2021 10:25:46,09/02/2021 10:25:51,0:00:04,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
DGQIJgLzlF_02Sep2021_10193004533 apprenticeship,1000029889,2,09/02/2021 10:26:02,09/03/2021 10:26:01,,,,215.36,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
nqWgWvJQSP_02Sep2021_10270673252 apprenticeship,1000029892,1,09/02/2021 10:30:15,09/03/2021 10:30:13,,,,215.29,,0,,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
izpVEtfsBS_02Sep2021_10270674907 apprenticeship,1000029893,1,09/02/2021 10:30:16,09/03/2021 10:30:16,09/02/2021 10:30:32,09/02/2021 10:30:34,0:00:02,,Approved,0,Dastest2@test.com,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
yoGXkBvBmD_02Sep2021_10270675209 apprenticeship,1000029894,1,09/02/2021 10:30:23,09/03/2021 10:30:22,,,,215.29,,0,,Provider,BARRY & BARRY  LIMITED,MfPJlJFpWZ_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,BL1 4QR,274 Abattoir worker
fYKDRntZGy_02Sep2021_10332637121 apprenticeship,1000029898,1,09/02/2021 10:35:37,09/03/2021 10:35:35,,,,215.20,,0,,Provider,ACCOUNTANT DR LTD,ACCOUNTANT DR LTD,EDUC8 TRAINING (ENGLAND) LIMITED,DA8 1DR,274 Abattoir worker
pKpDAxzVYv_02Sep2021_10332652294 apprenticeship,1000029896,1,09/02/2021 10:35:37,09/03/2021 10:35:36,09/02/2021 10:35:52,09/02/2021 10:35:54,0:00:02,,Approved,0,Dastest2@test.com,Provider,COVENTRY ACCOUNTANTS LTD,COVENTRY ACCOUNTANTS LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CV6 5AQ,274 Abattoir worker
Test QA apprentice,1000029899,1,09/02/2021 10:37:12,09/03/2021 10:37:09,09/02/2021 10:38:19,09/02/2021 10:38:25,0:00:06,,Referred,0,Dastest2@test.com,Provider,ZZA CONSULTING LIMITED,ZZA CONSULTING LIMITED,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),EC1N 2PL,572 Agriculture or horticulture professional adviser
Test QA apprentice,1000029899,2,09/02/2021 10:38:59,09/03/2021 10:38:57,,,,215.14,,0,,Provider,ZZA CONSULTING LIMITED,ZZA CONSULTING LIMITED,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),EC1N 2PL,572 Agriculture or horticulture professional adviser
Test QA apprentice,1000029900,1,09/02/2021 10:39:52,09/03/2021 10:39:50,09/02/2021 10:40:32,09/02/2021 10:40:38,0:00:05,,Referred,0,Dastest2@test.com,Provider,ZZA CONSULTING LIMITED,ZZA CONSULTING LIMITED,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),EC1N 2PL,572 Agriculture or horticulture professional adviser
Test QA apprentice,1000029900,2,09/02/2021 10:41:12,09/03/2021 10:41:02,,,,215.11,,0,,Provider,ZZA CONSULTING LIMITED,ZZA CONSULTING LIMITED,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),EC1N 2PL,572 Agriculture or horticulture professional adviser
Clone hvxM_02Sep2021_11480894710 apprenticeship,1000029901,1,09/02/2021 11:49:55,09/03/2021 11:49:52,09/02/2021 11:50:13,09/02/2021 11:50:17,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
WWSATnHhug_02Sep2021_11480981393 apprenticeship,1000029903,1,09/02/2021 11:51:56,09/03/2021 11:51:55,09/02/2021 11:52:38,09/02/2021 11:52:42,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,OlxFbNelwR_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
CflULtOKad_02Sep2021_11480895592 apprenticeship,1000029902,1,09/02/2021 11:52:08,09/03/2021 11:52:06,09/02/2021 11:52:59,09/02/2021 11:53:02,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
IgDoNOZMFW_02Sep2021_11480996185 apprenticeship,1000029904,1,09/02/2021 11:52:16,09/03/2021 11:52:13,09/02/2021 11:53:18,09/02/2021 11:53:22,0:00:03,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,VLfPTOjLOS_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
JvTRxkoEyD_02Sep2021_11480957355 apprenticeship,1000029905,1,09/02/2021 11:52:36,09/03/2021 11:52:35,09/02/2021 11:53:33,09/02/2021 11:53:36,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,bIYsUkXPzg_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone YvJf_02Sep2021_11530263751 apprenticeship,1000029906,1,09/02/2021 11:55:26,09/03/2021 11:55:19,09/02/2021 11:55:47,09/02/2021 11:55:51,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone YmjM_02Sep2021_11541630004 apprenticeship,1000029907,1,09/02/2021 11:55:42,09/03/2021 11:55:41,09/02/2021 11:56:00,09/02/2021 11:56:04,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone qigp_02Sep2021_11543153041 apprenticeship,1000029908,1,09/02/2021 11:56:10,09/03/2021 11:56:08,09/02/2021 11:56:28,09/02/2021 11:56:31,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
ZUiHqrUWCf_02Sep2021_11575510670 apprenticeship,1000029910,1,09/02/2021 12:01:53,09/03/2021 12:01:52,09/02/2021 12:02:35,09/02/2021 12:02:38,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,KwWqrGLhnl_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
vnvugwLRpC_02Sep2021_12015159625 apprenticeship,1000029911,1,09/02/2021 12:05:04,09/03/2021 12:05:04,09/02/2021 12:05:39,09/02/2021 12:05:41,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
VkdEexMUpH_02Sep2021_12000465885 apprenticeship,1000029912,1,09/02/2021 12:05:22,09/03/2021 12:05:21,09/02/2021 12:05:47,09/02/2021 12:05:48,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
scFTzGgPLQ_02Sep2021_12022862100 apprenticeship,1000029913,1,09/02/2021 12:05:22,09/03/2021 12:05:22,,,,213.70,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
VkdEexMUpH_02Sep2021_12000465885 apprenticeship,1000029912,2,09/02/2021 12:06:13,09/03/2021 12:06:05,,,,213.69,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
QWxFjqLFdo_02Sep2021_12061651339 apprenticeship,1000029914,1,09/02/2021 12:09:56,09/03/2021 12:09:53,09/02/2021 12:10:12,09/02/2021 12:10:14,0:00:02,,Referred,0,Dastest2@test.com,Provider,AS Financial Services,AS Financial Services,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 2WT,274 Abattoir worker
kGTbRKVATf_02Sep2021_12061652792 apprenticeship,1000029916,1,09/02/2021 12:10:02,09/03/2021 12:10:02,09/02/2021 12:10:20,09/02/2021 12:10:22,0:00:02,,Approved,0,Dastest2@test.com,Provider,COVENTRY ACCOUNTANTS LTD,COVENTRY ACCOUNTANTS LTD,EDUC8 TRAINING (ENGLAND) LIMITED,CV6 5AQ,274 Abattoir worker
